"","Date.Time","Contact Type","Topic","Comments"
"649","2015-09-15 15:25:00","In Person","","elliot wilsons room #"
"650","2015-09-15 15:27:00","In Person","Lynx Center Supplies (Computer Etc.)","stapler need"
"651","2015-09-15 16:00:00","In Person","","registration questions"
"652","2015-09-15 16:16:00","In Person","AB1 Classrooms","Student looking for 2005"
"653","2015-09-15 08:04:00","In Person","Admissions","IB Event"
"654","2015-09-16 08:12:00","In Person","Admissions","IB Event"
"655","2015-09-16 08:15:00","Phone","AB1 Classrooms","1401 help"
"656","2015-09-16 08:20:00","5","5","IB Event"
"657","2015-09-16 08:27:00","2","2","IB Event"
"658","2015-09-16 08:39:00","2","2","iB Event"
"659","2015-09-16 08:49:00","In Person","","Rosemary needed to talk to Alicia "
"660","2015-09-16 09:03:00","In Person","","ADmissions Office location for IB  "
"661","2015-09-16 09:26:00","In Person","","financial Aid location "
"662","2015-09-16 09:30:00","In Person","Lost and Found","individual lost a Key card "
"663","2015-09-16 09:45:00","In Person","General Info","RC 9th floor location "
"664","2015-09-16 10:00:00","In Person","Auraria Campus","7th Street parking garage"
"665","2015-09-16 10:00:00","Phone","TAC","Transfer Admissions Office location "
"666","2015-09-16 10:00:00","In Person","Auraria Campus","Parking meter issues - referred to parking office"
"667","2015-09-16 10:08:00","In Person","ASAC","ASAC location "
"668","2015-09-16 10:17:00","In Person","Bursar","Bursar's location "
"669","2015-09-16 10:47:00","In Person","Financial Aid","Financial Aid location "
"670","2015-09-16 11:00:00","In Person","Admissions","Asked for room 1007"
"671","2015-09-16 11:20:00","Phone","Computer Lab","Computer Lab Location"
"672","2015-09-16 11:22:00","In Person","Lynx Center Supplies (Computer Etc.)","Microwave Location"
"673","2015-09-16 11:23:00","In Person","Registrar","How to get a Trascript"
"674","2015-09-16 11:24:00","In Person","Computer Lab","Asked for the computer lab"
"675","2015-09-16 11:59:00","In Person","AB1 Classrooms","Asked for room 1401"
"676","2015-09-16 12:20:00","In Person","ASAC","needs tutor at the LC"
"677","2015-09-16 12:30:00","In Person","CUD Buildings","bussniess office"
"678","2015-09-16 12:34:00","In Person","General Info","microwave in this building"
"679","2015-09-16 12:39:00","In Person","Lost and Found","beats were found "
"680","2015-09-16 12:54:00","In Person","Lost and Found","car keys in lost and found"
"681","2015-09-16 13:10:00","In Person","General Info","needed to find a professor on the 3rd floor"
"682","2015-09-16 13:16:00","In Person","General Info","needed to find a person in addmision"
"683","2015-09-16 13:32:00","In Person","CUD Buildings","bussniess office"
"684","2015-09-16 13:45:00","In Person","Dissability Resources","disability office"
"685","2015-09-16 14:20:00","In Person","Financial Aid","Financial Aid location "
"686","2015-09-16 14:22:00","In Person","Registrar","Student needed information about ordering transcripts "
"687","2015-09-16 14:47:00","In Person","Lynx  Center Staff","Delivery drop off for Samantha"
"688","2015-09-16 14:48:00","In Person","Computer Lab","Student needed  information about printing"
"689","2015-09-16 14:48:00","In Person","Registrar","Registrar's location "
"690","2015-09-16 14:58:00","In Person","General Info","Restroom location "
"691","2015-09-16 15:25:00","Phone","Facilities","Student needed information about after-hour access"
"692","2015-09-16 15:40:00","Phone","Freshman Orientation","Student needed to register fo rorientation"
"693","2015-09-16 15:54:00","Phone","General Info","Individual needed to get approve flyers "
"694","2015-09-16 15:58:00","In Person","AB1 Classrooms","1401 location"
"695","2015-09-16 16:01:00","In Person","AB1 Classrooms","1401 location"
"696","2015-09-16 16:32:00","In Person","General Info","first generation location-tivoli"
"697","2015-09-16 08:46:00","Phone","Lynx  Center Staff","Leah needed to pick her stuff"
"698","2015-09-17 09:08:00","Phone","Health Center","Health Center location "
"699","2015-09-17 09:41:00","Phone","General Info","needs to talk to Samantha regarding a student"
"700","2015-09-17 09:41:00","Phone","Int'l Admissions","International Admissions Office"
"701","2015-09-17 09:51:00","Phone","AB1 Classrooms","ACAD 1401 Location "
"702","2015-09-17 10:26:00","Phone","AB1 Classrooms","ACAD 1401 Location "
"703","2015-09-17 11:20:00","In Person","General Info","Restroom Location"
"704","2015-09-17 11:55:00","In Person","General Info","restrooms"
"705","2015-09-17 11:55:00","In Person","General Info","Restroom Location"
"706","2015-09-17 11:56:00","In Person","General Info","Restroom Location"
"707","2015-09-17 11:56:00","In Person","General Info","Restroom Location"
"708","2015-09-17 12:00:00","In Person","Auraria Campus","Athropology department"
"709","2015-09-17 12:00:00","In Person","Registrar","How to get a Trascript"
"710","2015-09-17 12:01:00","In Person","Auraria Campus","health and behavioral science department"
"711","2015-09-17 12:07:00","In Person","Auraria Campus","history department for graduates"
"712","2015-09-17 12:13:00","In Person","Lost and Found","perscrition bottle in the ost and found?"
"713","2015-09-17 12:29:00","In Person","General Info","microwave in this building"
"714","2015-09-17 12:36:00","In Person","General Info","location of the restroom"
"715","2015-09-17 13:13:00","In Person","General Info","location of the restroom"
"716","2015-09-17 13:16:00","In Person","General Info","Restroom Location"
"717","2015-09-17 13:37:00","In Person","Registrar","location of the registars office"
"718","2015-09-17 13:50:00","In Person","AB1 Classrooms","location of 1401"
"719","2015-09-17 13:54:00","In Person","LRC","scheduled a tutor in the LRC"
"720","2015-09-17 13:56:00","In Person","AB1 Classrooms","location of 1401"
"721","2015-09-17 14:56:00","In Person","General Info","applying for the lynx center"
"722","2015-09-17 15:28:00","In Person","General Info","Qdoba Location"
"723","2015-09-17 15:51:00","In Person","Admissions","Admissions Office Location"
"724","2015-09-20 08:24:00","In Person","LRC","Tutoring Advice"
"725","2015-09-20 08:30:00","Phone","General Info","Student was asking if there would be 
a orientation hold if visa status 
changed from F2 to F1"
"726","2015-09-20 09:30:00","In Person","ITS","Account Claim"
"727","2015-09-20 09:53:00","In Person","HIST","History Department location"
"728","2015-09-20 10:47:00","In Person","Registrar","Registrar"
"729","2015-09-20 10:48:00","In Person","HIST","History Department"
"730","2015-09-20 11:04:00","In Person","Lynx Center Supplies (Computer Etc.)","Stapler"
"731","2015-09-20 11:09:00","In Person","Registrar","Student had transfer credits
which wasn't suppose to be there"
"732","2015-09-20 11:10:00","In Person","Lost and Found","Lost & Found"
"733","2015-09-20 11:11:00","In Person","","Lost & Found"
"734","2015-09-20 11:15:00","In Person","General Info","Job Application Status"
"735","2015-09-20 11:18:00","In Person","Lynx  Center Staff","Package for Samantha"
"736","2015-09-20 11:20:00","In Person","Computer Lab","2nd floor computer lab"
"737","2015-09-20 11:20:00","In Person","General Info","October Family Weekend Info"
"738","2015-09-20 11:35:00","In Person","","2nd floor computer lab"
"739","2015-09-20 11:48:00","In Person","CUD Depts. / Offices","CLAS Dean location"
"740","2015-09-20 11:50:00","In Person","POLI SCI","Poli Sci Department"
"741","2015-09-20 12:02:00","In Person","Lynx Center Supplies (Computer Etc.)","Student wanting to use stapler"
"742","2015-09-20 12:05:00","In Person","Lynx Center Supplies (Computer Etc.)","Student wanting pen"
"743","2015-09-20 12:10:00","In Person","Financial Aid","Student looking for Financial Aid"
"744","2015-09-20 12:17:00","Phone","Lynx Center Supplies (Computer Etc.)","Person wanting to reserve a table"
"745","2015-09-20 12:20:00","In Person","CUD Depts. / OfficesGeneral Info","IT Help"
"746","2015-09-20 12:24:00","In Person","General Info","Student looking for Scholarship info"
"747","2015-09-20 12:25:00","In Person","Bursar",""
"748","2015-09-20 12:27:00","In Person","General InfoLost and Found","Lost and Found"
"749","2015-09-20 12:29:00","In Person","Bursar","Student wanting transcript"
"750","2015-09-20 12:30:00","In Person","Int'l Admissions",""
"751","2015-09-20 12:37:00","In Person","General Info","Student looking for Employment"
"752","2015-09-20 12:38:00","In Person","Dissability Resources","Student looking for Disabilities"
"753","2015-09-20 13:03:00","In Person","CUD Depts. / Offices","ELC"
"754","2015-09-20 13:04:00","In Person","CUD Depts. / Offices","ELC"
"755","2015-09-20 13:05:00","In Person","CUD Depts. / Offices","ELC"
"756","2015-09-20 13:07:00","In Person","General Info","restroom"
"757","2015-09-20 13:08:00","In Person","Admissions","tour"
"758","2015-09-20 13:19:00","In Person","Bursar","Student looking for Bursars"
"759","2015-09-20 13:28:00","Phone","General Info","Anshutz Shuttle Schedule"
"760","2015-09-20 13:30:00","In Person","CUD Depts. / OfficesGeneral Info","The Advocate"
"761","2015-09-20 13:32:00","In Person","Auraria CampusGeneral Info","Campus PD Location"
"762","2015-09-20 13:34:00","In Person","General Info","Night Rider Info"
"763","2015-09-20 13:38:00","In Person","Financial Aid",""
"764","2015-09-20 14:03:00","In Person","Financial Aid",""
"765","2015-09-20 14:07:00","In Person","Registrar",""
"766","2015-09-20 14:13:00","In Person","Registrar",""
"767","2015-09-20 14:16:00","In Person","CUD Depts. / OfficesGeneral Info","Job openings on campus. Given a career center handout with directions on how to navigate the portal to get to jobs."
"768","2015-09-20 14:16:00","In Person","General Info","Job Openings "
"769","2015-09-20 14:38:00","In Person","CUD Depts. / Offices","Tutoring info/ESL Academy"
"770","2015-09-20 14:40:00","In Person","CUD Depts. / Offices","Cancel CU Denver health insurance"
"771","2015-09-20 14:47:00","In Person","General Info","Student had academic calander questions"
"772","2015-09-20 15:00:00","Phone","General Info","Fatima left a voicmemail about tabling for AWB"
"773","2015-09-20 15:00:00","In Person","Financial Aid","Want to talk to a FA counselor"
"774","2015-09-20 15:05:00","In Person","General Info","Individual needed a tour of the campus "
"775","2015-09-20 15:06:00","In Person","General Info","Janet left a voicemail to call her back "
"776","2015-09-20 15:10:00","In Person","Financial Aid","Want to talk to a FA counselor"
"777","2015-09-20 15:10:00","In Person","Financial Aid","Want to talk to a FA counselor"
"778","2015-09-20 15:28:00","In Person","LRC","Student looking for LRC "
"779","2015-09-20 15:35:00","In Person","General Info","student needed to set up a UCD account"
"780","2015-09-20 15:40:00","In Person","Lynx  Center Staff","Fatima stopped by to talk to Katelyn about AWB"
"781","2015-09-20 15:47:00","In Person","General Info","Individual letting the front desk know about water on the floor "
"782","2015-09-20 15:50:00","In Person","AB1 Classrooms","Student Common's Building location "
"783","2015-09-20 15:55:00","In Person","General Info","Student looking ATM in SCB"
"784","2015-09-20 16:00:00","In Person","ASAC","ASAC location "
"785","2015-09-20 16:04:00","In Person","Lynx Center Supplies (Computer Etc.)","student needed to borrow a pencil "
"786","2015-09-20 16:06:00","In Person","","Financial Aid location "
"787","2015-09-20 16:10:00","In Person","Financial Aid","Admissions office location "
"788","2015-09-20 16:10:00","In Person","Registrar","Registrar's location "
"789","2015-09-20 16:30:00","In Person","Registrar","Registrar's location "
"790","2015-09-20 16:35:00","In Person","Bursar","Student looking for Bursar's "
"791","2015-09-20 16:36:00","In Person","Qdoba","Student looking for Quodoba "
"792","2015-09-20 16:39:00","In Person","Registrar","Student looking for a letter with his address "
"793","2015-09-20 17:03:00","In Person","General Info","Student wanted a Schedule Adjasment Form "
"794","2015-09-20 08:22:00","In Person","Auraria Campus","Student commons? Ab1?"
"795","2015-09-21 08:22:00","In Person","General Info","Person wanting name and address of Sudent Commons"
"796","2015-09-21 08:22:00","In Person","Lynx Center Supplies (Computer Etc.)","Student wanting to Print"
"797","2015-09-21 08:37:00","Phone","Lynx  Center Staff","Dora looking for Samantha"
"798","2015-09-21 08:49:00","Phone","Lost and Found","Student looking for Lost and Found "
"799","2015-09-21 09:06:00","Phone","","Grad School admissions"
"800","2015-09-21 09:21:00","In Person","Bursar",""
"801","2015-09-21 09:23:00","In Person","AB1 Classrooms","1401"
"802","2015-09-21 09:31:00","In Person","Admissions",""
"803","2015-09-21 09:46:00","In Person","Auraria Campus","Science building"
"804","2015-09-21 09:48:00","In Person","General Info","Calculator"
"805","2015-09-21 09:49:00","In Person","Freshman Orientation","Information covered in Freshman Orientation"
"806","2015-09-21 10:00:00","In Person","EOP",""
"807","2015-09-21 10:04:00","In Person","Admissions","Tour"
"808","2015-09-21 10:23:00","In Person","Registrar","Student looking for Registrar"
"809","2015-09-21 10:30:00","Phone","Admissions","Student looking for Tour"
"810","2015-09-21 10:32:00","In Person","Int'l Admissions","Student persuing a new degree"
"811","2015-09-21 10:33:00","In Person","Admissions","Student looking for Admissions"
"812","2015-09-21 10:45:00","In Person","Dissability Resources","Faculty looking for Disabilities to pick up test"
"813","2015-09-21 10:48:00","In Person","Lynx Center Supplies (Computer Etc.)","Student wanting tape"
"814","2015-09-21 10:57:00","In Person","AB1 Classrooms","1401"
"815","2015-09-21 11:30:00","Phone","CUD BuildingsGeneral Info","Answered multiple questions ranging from orientations to campus layout."
"816","2015-09-21 11:54:00","In Person","Financial Aid","Student looking for Financial Aid"
"817","2015-09-21 12:02:00","In Person","Auraria Campus","Business school"
"818","2015-09-21 12:10:00","In Person","CUD Buildings","Student looking for the School of Business"
"819","2015-09-21 12:15:00","In Person","Health Center","Student wanting to turn in Immunizatioin form"
"820","2015-09-21 12:18:00","In Person","ASAC","Student looking for ASAC"
"821","2015-09-21 12:19:00","In Person","Lynx Center Supplies (Computer Etc.)","Student wanting to use phone"
"822","2015-09-21 12:25:00","In Person","Health Center","Student wanting to turn in Immunizatioin form"
"823","2015-09-21 12:47:00","In Person","ITS","Qdoba"
"824","2015-09-21 12:52:00","In Person","LRC","Student looking for LRC"
"825","2015-09-21 13:00:00","In Person","ITS","What time is it?"
"826","2015-09-21 13:01:00","In Person","Bursar","Payments"
"827","2015-09-21 13:12:00","In Person","ITS","Student Id center"
"828","2015-09-21 13:35:00","In Person","ITS","Policy on grades"
"829","2015-09-21 13:44:00","In Person","ITS","Microwaves and computer labs"
"830","2015-09-21 13:54:00","In Person","Financial Aid",""
"831","2015-09-21 13:55:00","In Person","General Info","Student had questions about transfering to another University"
"832","2015-09-21 13:57:00","In Person","Dissability Resources",""
"833","2015-09-21 13:58:00","In Person","Computer Lab","Student looking for Computer lab"
"834","2015-09-21 14:01:00","In Person","ITS","Printing"
"835","2015-09-21 14:15:00","In Person","Registrar",""
"836","2015-09-21 14:20:00","In Person","LRC",""
"837","2015-09-21 14:34:00","Phone","Lost and Found","Missing Items"
"838","2015-09-21 14:38:00","In Person","General Info","microwave at this building"
"839","2015-09-21 14:42:00","In Person","","Student looking for Computer lab"
"840","2015-09-21 15:06:00","In Person","","VA Office"
"841","2015-09-21 15:17:00","In Person","General Info","microwave at this building"
"842","2015-09-21 15:18:00","In Person","ITS","Microwave and Art advisors"
"843","2015-09-21 15:28:00","In Person","","Career Center"
"844","2015-09-21 15:30:00","In Person","","Dispatch "
"845","2015-09-21 15:30:00","In Person","ITS","Rosemary"
"846","2015-09-21 15:54:00","In Person","Registrar","proof of going to here"
"847","2015-09-21 16:00:00","In Person","Lynx Center Supplies (Computer Etc.)","if anyone found an ID card"
"848","2015-09-21 16:21:00","In Person","General Info","microwave at this building"
"849","2015-09-21 16:47:00","In Person","","Master in Arch."
"850","2015-09-21 08:18:00","In Person","Computer Lab","2nd floor computer lab"
"851","2015-09-22 08:25:00","In Person","Qdoba","Is Qdoba open?"
"852","2015-09-22 08:29:00","In Person","Financial Aid","Fin Aid location"
"853","2015-09-22 08:34:00","In Person","Lost and Found","Lost & Found"
"854","2015-09-22 08:46:00","In Person","Computer Lab","2nd floor computer lab"
"855","2015-09-22 08:47:00","In Person","Computer Lab","2nd floor computer lab"
"856","2015-09-22 09:09:00","In Person","Computer LabLynx Center Supplies (Computer Etc.)","Used stapler//location where student
can scan papers"
"857","2015-09-22 09:14:00","In Person","Admissions","How to apply as student at UCD"
"858","2015-09-22 09:17:00","In Person","Financial Aid","Fin Aid location"
"859","2015-09-22 09:29:00","In Person","TAC","Prospective student"
"860","2015-09-22 09:45:00","In Person","Lynx Center Supplies (Computer Etc.)","Student needed sticky notes"
"861","2015-09-22 10:12:00","In Person","General Info","Individual needed Pal's list"
"862","2015-09-22 10:13:00","In Person","Admissions","Student looking for Tawnya Armijo"
"863","2015-09-22 10:16:00","In Person","AB1 Classrooms","1401 location"
"864","2015-09-22 10:28:00","In Person","AB1 Classrooms","2000 location"
"865","2015-09-22 10:39:00","Phone","Lynx  Center Staff","Q form Campus Village needed to talk to Samantha "
"866","2015-09-22 10:46:00","In Person","Lost and Found","Lost & Found"
"867","2015-09-22 10:52:00","In Person","AB1 Classrooms","2000 location"
"868","2015-09-22 10:57:00","In Person","AB1 Classrooms","2000 location"
"869","2015-09-22 13:30:00","In Person","Facilities","informing about broken door handle"
"870","2015-09-22 13:59:00","In Person","Computer Lab","Student looking for Career Center"
"871","2015-09-22 14:09:00","In Person","ITS","IT-reset PW"
"872","2015-09-22 14:26:00","In Person","CUD Depts. / Offices","Student looking for HR"
"873","2015-09-22 15:04:00","In Person","TriO","Person looking for TRiO"
"874","2015-09-22 15:14:00","In Person","TriO","Student looking for TRiO"
"875","2015-09-22 15:24:00","In Person","Lynx Center Supplies (Computer Etc.)","Student wanting pen"
"876","2015-09-22 15:48:00","Phone","Lynx  Center Staff","Student wanting Sam's extention"
"877","2015-09-22 15:50:00","In Person","General Info","Quick convo"
"878","2015-09-22 16:00:00","In Person","Lost and Found","drop off of lost gloves"
"879","2015-09-22 16:01:00","In Person","Financial Aid","Student looking for Financial Aid"
"880","2015-09-22 16:03:00","In Person","ASAC","ASEEC and charger convo"
"881","2015-09-22 16:05:00","Phone","General Info","Student wanting to know how to get microsoft office"
"882","2015-09-22 16:09:00","In Person","Lynx  Center Staff","FB prize pick up (jessica)"
"883","2015-09-22 16:20:00","In Person","Lynx  Center Staff","Jessica Walters looking for Samantha"
"884","2015-09-22 16:39:00","In Person","Lost and Found","Lost and found inquiry"
"885","2015-09-22 16:48:00","In Person","General Info","bathroom location"
"886","2015-09-22 12:15:00","In Person","ITS","Parent's weekend"
"887","2015-09-22 12:19:00","In Person","ITS","Job fair"
"888","2015-09-22 12:19:00","In Person","LRC",""
"889","2015-09-22 12:20:00","In Person","ITS","How to get popcorn?"
"890","2015-09-22 12:23:00","In Person","ITS","Classroom Tech- Derek"
"891","2015-09-22 02:36:00","In Person","","Writing center"
"892","2015-09-22 03:15:00","In Person","","CLAS Advisors"
"893","2015-09-22 03:35:00","In Person","ITS","Fax Machine"
"894","2015-09-22 03:53:00","In Person","ITS","Vending Machine"
"895","2015-09-22 03:56:00","In Person","Lynx  Center Staff","Sam Kim"
"896","2015-09-22 09:22:00","In Person","AB1 Classrooms","room 3128 location"
"897","2015-09-22 09:25:00","Phone","Admissions","campus tour inguiry"
"898","2015-09-22 13:14:00","In Person","General Info","samantha avalable "
"899","2015-09-22 13:28:00","In Person","Transfer Orientation","question about orientation sign up"
"900","2015-09-22 13:50:00","In Person","Lost and Found","lost phone, if anyone has found alost phone"
"901","2015-09-22 13:52:00","In Person","General Info","uc Denver WIFI"
"902","2015-09-22 14:10:00","In Person","Computer Lab","printing lab at this building "
"903","2015-09-22 14:16:00","In Person","Registrar","location of registars office"
"904","2015-09-22 14:24:00","In Person","Financial Aid","location of financial aid "
"905","2015-09-22 14:30:00","In Person","AB1 Classrooms","location of AB1 and 1401"
"906","2015-09-22 14:40:00","In Person","General Info","job fair location"
"907","2015-09-22 15:19:00","In Person","General Info","microwave at this this building"
"908","2015-09-22 15:26:00","In Person","CUD Depts. / Offices","location of the writing center"
"909","2015-09-22 15:54:00","In Person","AB1 Classrooms","location of 1401"
"910","2015-09-22 16:06:00","In Person","General Info","how to reserve a room online"
"911","2015-09-22 16:35:00","Phone","General Info","monitor pictures"
"912","2015-09-22 09:02:00","In Person","CUD Depts. / Offices","Asked for CLAS Advising Office"
"913","2015-09-22 10:02:00","In Person","AB1 Classrooms","Asked for Conference Room"
"914","2015-09-22 10:17:00","In Person","AB1 Classrooms","Asked for 4018"
"915","2015-09-22 11:04:00","In Person","EOP","Asked for EOP"
"916","2015-09-22 11:05:00","In Person","Lost and Found","Lost and Found Facilities picked up"
"917","2015-09-22 11:15:00","In Person","Transfer Orientation","asked about orientation"
"918","2015-09-22 11:22:00","In Person","CUD Buildings","asked for tivoli"
"919","2015-09-22 11:25:00","In Person","General Info","asked for schedule adjestment form CLAS"
"920","2015-09-22 11:47:00","In Person","Lost and Found","An individual turned in a LG phone"
"921","2015-09-22 11:50:00","In Person","Lost and Found","A student came in and asked for her phone"
"922","2015-09-22 11:52:00","In Person","Registrar","asked for the registrar office"
"923","2015-09-22 08:04:00","In Person","CUD Depts. / Offices","CLAS Advising"
"924","2015-09-22 08:35:00","Phone","Transfer Orientation","What are the transfer orientation dates?"
"925","2015-09-22 08:45:00","In Person","AB1 Classrooms","Does Room 1401 have a DVD player?"
"926","2015-09-22 08:51:00","In Person","Health Center","Is there a health clinic on campus?"
"927","2015-09-22 09:30:00","In Person","Admissions","Campus tour"
"928","2015-09-22 09:40:00","In Person","Admissions","Campus tour"
"929","2015-09-22 09:46:00","In Person","Admissions","Want to sign up for a campus tour"
"930","2015-09-22 09:50:00","In Person","Admissions","Appointment with admissions counselor"
"931","2015-09-22 11:00:00","In Person","Lynx  Center Staff","How can I become an orientation leader?"
"932","2015-09-22 11:34:00","In Person","CUD Depts. / Offices","Where can I pick up a copy of the Advocate newspaper?"
"933","2015-09-22 11:37:00","In Person","Lost and Found","Lost pearl ring (facilities had already picked it up from us)"
"934","2015-09-22 11:40:00","In Person","General Info","General info (parents of a prospective student)"
"935","2015-09-22 12:29:00","In Person","General Info","Closest ATM?"
"936","2015-09-22 12:40:00","In Person","CUD Depts. / Offices","Where's Business School adviing?"
"937","2015-09-22 08:30:00","In Person","AB1 Classrooms","Student looking for Student Common's Building"
"938","2015-09-22 09:04:00","In Person","Lynx  Center Staff","Selena looking for Alicia "
"939","2015-09-22 09:20:00","In Person","CUD Depts. / Offices","Individula needed dicrections to the Psycology Department"
"940","2015-09-22 09:22:00","In Person","General Info","Student looking for aquiet area in SCB"
"941","2015-09-22 09:57:00","Phone","Lynx  Center Staff","Student needed to talk to Katelyn"
"942","2015-09-22 10:03:00","In Person","Admissions","Admissions office location "
"943","2015-09-22 10:14:00","In Person","AB1 Classrooms","ACAD 1500 location "
"944","2015-09-22 10:30:00","In Person","Lynx Center Supplies (Computer Etc.)","Individual needed to use Lynx computer"
"945","2015-09-22 10:32:00","In Person","General Info","Individual needed information about the campus and student housing "
"946","2015-09-22 10:34:00","In Person","Lynx  Center Staff","Amy wanted to talk to Brittany about ivan's Schedule"
"947","2015-09-22 10:36:00","In Person","AB1 ClassroomsGeneral Info","Individual was meeting people by Lynx for photos "
"948","2015-09-22 10:54:00","In Person","Lynx  Center Staff","Student neede to talk to Katelyn"
"949","2015-09-22 10:59:00","Phone","Lynx  Center Staff","Marco from guide book needed to talk to Alicia "
"950","2015-09-22 11:35:00","In Person","CUD Buildings","NC 2105 Location"
"951","2015-09-22 12:15:00","In Person","Financial Aid","Financial Aid Location"
"952","2015-09-22 12:50:00","In Person","General Info","Swag for Free"
"953","2015-09-22 12:58:00","In Person","General Info","Interview"
"954","2015-09-22 01:03:00","In Person","ASAC","Advising Appointment Location"
"955","2015-09-22 01:25:00","In Person","Admissions","Admissions Tour"
"956","2015-09-22 01:58:00","In Person","Auraria Campus","PE Building Location"
"957","2015-09-22 02:55:00","In Person","CUD Buildings","Business School Location"
"958","2015-09-22 03:03:00","In Person","General Info","Chemistry Department Photo Shoot Location"
"959","2015-09-22 03:06:00","In Person","CUD Depts. / Offices","Rockies Game Tickets"
"960","2015-09-22 03:19:00","In Person","Admissions","Admissions"
"961","2015-09-22 03:51:00","In Person","Admissions","Admissions"
"962","2015-09-22 08:00:00","In Person","","location of registars office"
"963","2015-09-22 11:35:00","In Person","","location of registars office"
"964","2015-09-22 11:47:00","In Person","","study abraod"
"965","2015-09-22 11:47:00","In Person","","drop off a package"
"966","2015-09-22 11:52:00","In Person","","modern language"
"967","2015-09-22 11:53:00","In Person","","bathroom"
"968","2015-09-22 11:54:00","In Person","","If brittany is available"
"969","2015-09-22 12:03:00","In Person","","lost sweater"
"970","2015-09-22 13:37:00","Phone","AB1 Classrooms","Room reservation information"
"971","2015-09-22 13:43:00","In Person","Admissions","campus tour"
"972","2015-09-22 13:46:00","In Person","General Info","available computers to apply for school."
"973","2015-09-22 13:48:00","In Person","Admissions","campus tour"
"974","2015-09-22 14:57:00","In Person","Auraria Campus","North classrooms"
"975","2015-09-22 15:10:00","","General Info","Ucd information dbrochers"
"976","2015-09-22 16:32:00","","General Info","planners"
"977","2015-09-22 12:39:00","In Person","Admissions","Orientation"
"978","2015-09-22 12:50:00","In Person","CUD Depts. / OfficesGeneral Info","SACM"
"979","2015-09-22 13:50:00","In Person","Registrar",""
"980","2015-09-22 13:52:00","In Person","General Info","Time?"
"981","2015-09-22 14:23:00","In Person","",""
"982","2015-09-22 13:00:00","In Person","Auraria Campus","Campus Map"
"983","2015-09-27 08:20:00","Phone","Admissions","Wants to set up campus tour"
"984","2015-09-27 08:36:00","In Person","CUD Depts. / Offices","Student wants to double major in
Management and Finance"
"985","2015-09-27 08:43:00","In Person","Financial Aid","Financial Aid wanting water bottles"
"986","2015-09-27 09:26:00","In Person","General Info","Flier approval"
"987","2015-09-27 10:07:00","In Person","General Info","DAC location / Howard Cook"
"988","2015-09-27 10:50:00","In Person","AB1 Classrooms","Room 2500"
"989","2015-09-27 10:52:00","In Person","CUD Depts. / Offices","CLAS Advising"
"990","2015-09-27 10:54:00","In Person","Lynx Center Supplies (Computer Etc.)","Microwave in Student Commons?"
"991","2015-09-27 10:58:00","In Person","Lynx Center Supplies (Computer Etc.)","Microwave in ACAD"
"992","2015-09-27 11:04:00","In Person","Lynx Center Supplies (Computer Etc.)","Use stapler"
"993","2015-09-27 11:10:00","In Person","General Info","Student needed 2500 opened to get
 water bottle which has meds"
"994","2015-09-27 11:19:00","In Person","Dissability Resources",""
"995","2015-09-27 11:26:00","In Person","General Info","Restrooms"
"996","2015-09-27 11:30:00","In Person","Lost and Found","Lost & Found"
"997","2015-09-27 11:45:00","In Person","Computer Lab","Computer Lab in ACAD"
"998","2015-09-27 12:05:00","In Person","General Info","student wanted a magnet with school deadlines on it. "
"999","2015-09-27 12:23:00","In Person","TriO",""
"1000","2015-09-27 12:25:00","In Person","AB1 ClassroomsGeneral Info","Ace my Test FYS room 2015"
"1001","2015-09-27 12:27:00","In Person","Int'l Admissions",""
"1002","2015-09-27 12:43:00","In Person","AB1 ClassroomsGeneral Info","Printing in AB1. Student needed to print a school related document that was one page. Printed at Lynx Center"
"1003","2015-09-27 12:46:00","In Person","Registrar",""
"1004","2015-09-27 12:47:00","In Person","Dissability Resources","student was in a car accident and wanted to talk to disability resources"
"1005","2015-09-27 12:48:00","In Person","LRC",""
"1006","2015-09-27 12:49:00","In Person","Auraria Campus","arts building"
"1007","2015-09-27 12:50:00","In Person","General Info","Transfer Admissions worker came to talk to Alicia"
"1008","2015-09-27 13:25:00","In Person","AB1 Classrooms","Computer lab"
"1009","2015-09-27 13:30:00","In Person","General Info","Student Needed a pen."
"1010","2015-09-27 13:38:00","In Person","Auraria Campus","Jake Jabs Center"
"1011","2015-09-27 13:40:00","In Person","General Info","received poster for 1500 hallway"
"1012","2015-09-27 13:43:00","In Person","Admissions","Tour"
"1013","2015-09-27 13:48:00","In Person","CUD Depts. / Offices","Cu online phone number because a student was unable to see a class she is enrolled in."
"1014","2015-09-27 13:52:00","In Person","General Info","Salena Interview with Katelyn"
"1015","2015-09-27 13:55:00","In Person","Auraria CampusGeneral Info","CU Denver start up week at the Jake Jabs center"
"1016","2015-09-27 13:59:00","In Person","Financial AidGeneral Info","FAFSA Code for CU"
"1017","2015-09-27 14:05:00","In Person","CUD Buildings","EMS room reservation"
"1018","2015-09-27 14:20:00","In Person","Financial Aid",""
"1019","2015-09-27 14:24:00","In Person","Lost and Found",""
"1020","2015-09-27 14:53:00","Phone","General Info","Individual asking about 9 Health Fair on campus "
"1021","2015-09-27 15:00:00","In Person","TriO","TRiO office location "
"1022","2015-09-27 15:09:00","In Person","General Info","Restroom location "
"1023","2015-09-27 15:10:00","In Person","RegistrarLRC","student needed a proof of full time enrollement "
